combination,activity,a1,a2,a3,a4,a5,a6
432.0,Pointing,11.0,167.0,4297.0,1.0,7.0,8.0
432.0,Phone,914.0,0.0,0.0,4104.0,87.0,35.0
432.0,Tablet,188.0,2.0,0.0,503.0,5107.0,156.0
432.0,Paper,439.0,1.0,3.0,29.0,18.0,5558.0
433.0,Standing,5927.0,12.0,1.0,51.0,67.0,25.0
433.0,Sitting,60.0,8803.0,327.0,3.0,4.0,5.0
433.0,Pointing,15.0,82.0,3801.0,2.0,7.0,6.0
433.0,Phone,889.0,4.0,0.0,3836.0,283.0,54.0
433.0,Tablet,1284.0,7.0,0.0,65.0,4529.0,127.0
433.0,Paper,322.0,3.0,0.0,205.0,28.0,4565.0
434.0,Standing,6218.0,17.0,0.0,47.0,85.0,30.0
434.0,Sitting,56.0,8666.0,67.0,0.0,249.0,1.0
434.0,Pointing,13.0,152.0,3423.0,0.0,6.0,5.0
434.0,Phone,1501.0,0.0,0.0,3671.0,163.0,21.0
434.0,Tablet,240.0,0.0,0.0,42.0,6450.0,112.0
434.0,Paper,226.0,5.0,0.0,52.0,17.0,5063.0
435.0,Standing,4696.0,3.0,0.0,90.0,69.0,39.0
435.0,Sitting,54.0,7735.0,83.0,2.0,14.0,2.0
435.0,Pointing,10.0,81.0,3916.0,1.0,3.0,7.0
435.0,Phone,662.0,0.0,0.0,3566.0,123.0,42.0
435.0,Tablet,416.0,2.0,0.0,18.0,4623.0,97.0
435.0,Paper,146.0,0.0,0.0,26.0,15.0,4061.0
436.0,Standing,5088.0,9.0,0.0,26.0,94.0,34.0
436.0,Sitting,50.0,8877.0,63.0,0.0,7.0,4.0
436.0,Pointing,15.0,200.0,3927.0,1.0,10.0,4.0
436.0,Phone,898.0,1.0,0.0,3790.0,17.0,270.0
436.0,Tablet,71.0,1.0,0.0,784.0,4770.0,155.0
436.0,Paper,159.0,0.0,0.0,34.0,13.0,5773.0
437.0,Standing,5499.0,5.0,0.0,25.0,62.0,37.0
437.0,Sitting,66.0,8926.0,245.0,2.0,4.0,2.0
437.0,Pointing,12.0,102.0,3437.0,0.0,25.0,3.0
437.0,Phone,647.0,1.0,0.0,3622.0,192.0,440.0
437.0,Tablet,423.0,3.0,0.0,326.0,4933.0,152.0
437.0,Paper,188.0,11.0,0.0,210.0,30.0,4615.0
438.0,Standing,5797.0,1.0,0.0,33.0,79.0,32.0
438.0,Sitting,60.0,8954.0,61.0,0.0,5.0,2.0
438.0,Pointing,26.0,218.0,2983.0,0.0,34.0,4.0
438.0,Phone,1772.0,1.0,0.0,3007.0,21.0,391.0
438.0,Tablet,263.0,2.0,0.0,373.0,5912.0,119.0
438.0,Paper,295.0,12.0,0.0,209.0,28.0,4750.0
439.0,Standing,4300.0,0.0,0.0,47.0,55.0,40.0
439.0,Sitting,63.0,7635.0,217.0,0.0,17.0,1.0
439.0,Pointing,6.0,93.0,3554.0,1.0,26.0,4.0
439.0,Phone,657.0,0.0,0.0,2932.0,48.0,592.0
439.0,Tablet,175.0,0.0,0.0,435.0,4240.0,131.0
439.0,Paper,111.0,0.0,0.0,17.0,64.0,3987.0
440.0,Standing,4666.0,9.0,0.0,50.0,50.0,36.0
440.0,Sitting,50.0,7962.0,105.0,2.0,7.0,3.0
440.0,Pointing,9.0,111.0,3390.0,1.0,14.0,10.0
440.0,Phone,503.0,0.0,0.0,3281.0,22.0,529.0
440.0,Tablet,213.0,0.0,0.0,376.0,4568.0,150.0
440.0,Paper,156.0,2.0,0.0,17.0,12.0,4142.0
441.0,Standing,6362.0,14.0,1.0,104.0,138.0,61.0
441.0,Sitting,80.0,9615.0,587.0,1.0,5.0,2.0
441.0,Pointing,446.0,148.0,3059.0,7.0,22.0,3.0
441.0,Phone,873.0,4.0,0.0,4608.0,411.0,89.0
441.0,Tablet,121.0,13.0,0.0,181.0,5726.0,168.0
441.0,Paper,68.0,19.0,0.0,270.0,15.0,6506.0
442.0,Standing,6697.0,11.0,0.0,70.0,133.0,83.0
442.0,Sitting,38.0,9964.0,116.0,0.0,9.0,0.0
442.0,Pointing,9.0,239.0,3108.0,0.0,12.0,3.0
442.0,Phone,1335.0,0.0,0.0,4763.0,141.0,36.0
442.0,Tablet,100.0,7.0,0.0,547.0,6236.0,151.0
442.0,Paper,120.0,30.0,0.0,50.0,12.0,6906.0
443.0,Standing,7126.0,16.0,0.0,65.0,133.0,31.0
443.0,Sitting,31.0,10058.0,278.0,0.0,2.0,2.0
443.0,Pointing,10.0,173.0,2601.0,2.0,4.0,3.0
443.0,Phone,969.0,2.0,0.0,4815.0,368.0,47.0
443.0,Tablet,150.0,10.0,0.0,560.0,6253.0,124.0
443.0,Paper,126.0,18.0,3.0,296.0,26.0,5724.0
444.0,Standing,5208.0,3.0,0.0,102.0,114.0,67.0
444.0,Sitting,38.0,8882.0,43.0,0.0,15.0,0.0
444.0,Pointing,11.0,150.0,3599.0,1.0,26.0,3.0
444.0,Phone,482.0,0.0,0.0,4664.0,53.0,113.0
444.0,Tablet,87.0,0.0,0.0,114.0,4980.0,172.0
444.0,Paper,51.0,4.0,0.0,17.0,12.0,5919.0
445.0,Standing,5657.0,8.0,0.0,87.0,96.0,23.0
445.0,Sitting,43.0,8930.0,244.0,0.0,4.0,1.0
445.0,Pointing,11.0,104.0,3077.0,3.0,15.0,2.0
445.0,Phone,338.0,0.0,0.0,4572.0,261.0,67.0
445.0,Tablet,230.0,1.0,0.0,377.0,4662.0,139.0
445.0,Paper,70.0,6.0,1.0,124.0,26.0,4851.0
446.0,Standing,5934.0,11.0,1.0,112.0,97.0,30.0
446.0,Sitting,37.0,8964.0,46.0,0.0,12.0,0.0
446.0,Pointing,8.0,140.0,2736.0,0.0,12.0,2.0
446.0,Phone,714.0,1.0,0.0,4704.0,78.0,31.0
446.0,Tablet,117.0,2.0,0.0,315.0,5698.0,109.0
446.0,Paper,110.0,7.0,1.0,32.0,17.0,5151.0
447.0,Standing,5510.0,13.0,0.0,128.0,110.0,102.0
447.0,Sitting,30.0,9074.0,62.0,0.0,6.0,2.0
447.0,Pointing,10.0,133.0,3469.0,1.0,20.0,8.0
447.0,Phone,445.0,0.0,0.0,4731.0,168.0,74.0
447.0,Tablet,64.0,4.0,0.0,451.0,4967.0,193.0
447.0,Paper,67.0,1.0,0.0,4.0,4.0,6077.0
448.0,Standing,5957.0,15.0,0.0,125.0,83.0,60.0
448.0,Sitting,33.0,9264.0,110.0,2.0,1.0,8.0
448.0,Pointing,10.0,105.0,2935.0,2.0,5.0,6.0
448.0,Phone,359.0,0.0,0.0,4361.0,539.0,85.0
448.0,Tablet,153.0,10.0,0.0,128.0,5297.0,147.0
448.0,Paper,64.0,7.0,3.0,177.0,14.0,4963.0
449.0,Standing,6304.0,4.0,0.0,125.0,80.0,41.0
449.0,Sitting,34.0,9164.0,55.0,0.0,1.0,1.0
449.0,Pointing,12.0,156.0,2575.0,0.0,0.0,6.0
449.0,Phone,724.0,0.0,0.0,4702.0,150.0,58.0
449.0,Tablet,116.0,6.0,0.0,133.0,6179.0,133.0
449.0,Paper,106.0,2.0,0.0,37.0,6.0,5317.0
450.0,Standing,4773.0,17.0,0.0,148.0,71.0,45.0
450.0,Sitting,26.0,8046.0,19.0,0.0,8.0,7.0
450.0,Pointing,8.0,95.0,3054.0,4.0,1.0,6.0
450.0,Phone,85.0,0.0,0.0,4290.0,247.0,49.0
450.0,Tablet,90.0,9.0,0.0,40.0,4613.0,127.0
450.0,Paper,43.0,0.0,0.0,2.0,26.0,4282.0
451.0,Standing,5157.0,5.0,0.0,63.0,100.0,83.0
451.0,Sitting,34.0,9080.0,97.0,0.0,5.0,1.0
451.0,Pointing,44.0,187.0,3049.0,1.0,23.0,3.0
451.0,Phone,584.0,1.0,0.0,4003.0,55.0,611.0
451.0,Tablet,80.0,2.0,0.0,871.0,4339.0,212.0
451.0,Paper,78.0,3.0,0.0,1.0,8.0,5994.0
452.0,Standing,5572.0,9.0,0.0,69.0,55.0,80.0
452.0,Sitting,37.0,9315.0,107.0,0.0,1.0,1.0
452.0,Pointing,7.0,150.0,2560.0,5.0,4.0,3.0
452.0,Phone,434.0,2.0,0.0,3898.0,247.0,599.0
452.0,Tablet,116.0,8.0,0.0,410.0,4868.0,158.0
452.0,Paper,73.0,10.0,0.0,115.0,22.0,4939.0
453.0,Standing,5916.0,5.0,2.0,43.0,68.0,65.0
453.0,Sitting,38.0,9249.0,10.0,0.0,0.0,1.0
453.0,Pointing,8.0,220.0,2167.0,0.0,16.0,4.0
453.0,Phone,918.0,1.0,0.0,3841.0,22.0,688.0
453.0,Tablet,182.0,7.0,0.0,483.0,5529.0,191.0
453.0,Paper,165.0,19.0,0.0,13.0,8.0,5194.0
454.0,Standing,4371.0,2.0,0.0,94.0,52.0,80.0
454.0,Sitting,44.0,8037.0,57.0,0.0,11.0,0.0
454.0,Pointing,6.0,109.0,2710.0,1.0,4.0,4.0
454.0,Phone,80.0,0.0,0.0,3751.0,55.0,621.0
454.0,Tablet,106.0,2.0,0.0,334.0,4109.0,153.0
454.0,Paper,37.0,0.0,0.0,11.0,6.0,4230.0
455.0,Standing,4739.0,2.0,0.0,95.0,57.0,75.0
455.0,Sitting,30.0,8206.0,105.0,0.0,0.0,4.0
455.0,Pointing,9.0,89.0,2562.0,1.0,14.0,10.0
455.0,Phone,150.0,0.0,0.0,3680.0,136.0,647.0
455.0,Tablet,90.0,1.0,0.0,365.0,4410.0,164.0
455.0,Paper,59.0,0.0,0.0,1.0,8.0,4366.0
456.0,Standing,5338.0,4.0,0.0,55.0,113.0,69.0
456.0,Sitting,52.0,8827.0,186.0,0.0,52.0,1.0
456.0,Pointing,9.0,209.0,3895.0,0.0,2.0,3.0
456.0,Phone,870.0,0.0,0.0,4245.0,202.0,41.0
456.0,Tablet,95.0,1.0,0.0,202.0,5270.0,146.0
456.0,Paper,136.0,2.0,0.0,14.0,16.0,6080.0
457.0,Standing,5799.0,10.0,1.0,35.0,74.0,37.0
457.0,Sitting,72.0,9019.0,267.0,0.0,4.0,0.0
457.0,Pointing,6.0,105.0,3414.0,3.0,9.0,3.0
457.0,Phone,748.0,2.0,1.0,4042.0,437.0,54.0
457.0,Tablet,367.0,4.0,1.0,423.0,4840.0,135.0
457.0,Paper,234.0,4.0,2.0,150.0,33.0,4900.0
458.0,Standing,6128.0,11.0,0.0,28.0,68.0,35.0
458.0,Sitting,62.0,9107.0,23.0,0.0,4.0,3.0
458.0,Pointing,8.0,188.0,3027.0,1.0,1.0,1.0
458.0,Phone,1241.0,0.0,0.0,4187.0,123.0,23.0
458.0,Tablet,192.0,1.0,0.0,226.0,6061.0,122.0
458.0,Paper,221.0,1.0,0.0,84.0,33.0,5224.0
459.0,Standing,4599.0,3.0,0.0,54.0,88.0,26.0
459.0,Sitting,61.0,7945.0,32.0,0.0,12.0,0.0
459.0,Pointing,7.0,98.0,3525.0,2.0,12.0,1.0
459.0,Phone,357.0,0.0,0.0,3934.0,277.0,43.0
459.0,Tablet,155.0,1.0,0.0,87.0,4544.0,127.0
459.0,Paper,114.0,0.0,0.0,16.0,22.0,4296.0
460.0,Standing,4949.0,5.0,0.0,77.0,62.0,46.0
460.0,Sitting,54.0,8164.0,26.0,0.0,2.0,0.0
460.0,Pointing,11.0,109.0,3364.0,1.0,3.0,8.0
460.0,Phone,565.0,0.0,0.0,3949.0,120.0,83.0
460.0,Tablet,297.0,3.0,0.0,27.0,4758.0,155.0
460.0,Paper,137.0,0.0,0.0,13.0,20.0,4428.0
461.0,Standing,4555.0,2.0,4.0,21.0,61.0,41.0
461.0,Sitting,65.0,8147.0,74.0,0.0,2.0,1.0
461.0,Pointing,19.0,129.0,3007.0,1.0,3.0,3.0
461.0,Phone,369.0,0.0,0.0,3422.0,121.0,641.0
461.0,Tablet,153.0,0.0,0.0,410.0,4349.0,153.0
461.0,Paper,136.0,0.0,0.0,13.0,17.0,4363.0
462.0,Standing,8169.0,27.0,5.0,88.0,90.0,29.0
462.0,Sitting,38.0,9990.0,581.0,6.0,20.0,8.0
462.0,Pointing,307.0,194.0,4341.0,0.0,1.0,4.0
462.0,Phone,2404.0,0.0,1.0,4605.0,105.0,40.0
462.0,Tablet,1153.0,6.0,0.0,1590.0,5096.0,99.0
462.0,Paper,153.0,7.0,0.0,114.0,18.0,7453.0
463.0,Standing,7743.0,16.0,11.0,70.0,95.0,18.0
463.0,Sitting,43.0,10168.0,449.0,0.0,23.0,3.0
463.0,Pointing,498.0,248.0,3742.0,19.0,5.0,1.0
463.0,Phone,2375.0,1.0,0.0,4470.0,117.0,28.0
463.0,Tablet,209.0,1.0,5.0,1048.0,6454.0,52.0
463.0,Paper,176.0,29.0,5.0,76.0,25.0,7365.0
464.0,Standing,8137.0,7.0,4.0,68.0,87.0,19.0
464.0,Sitting,47.0,10185.0,623.0,2.0,21.0,4.0
464.0,Pointing,521.0,173.0,3665.0,2.0,0.0,3.0
464.0,Phone,3283.0,8.0,0.0,3463.0,139.0,204.0
464.0,Tablet,824.0,11.0,0.0,1903.0,5141.0,216.0
464.0,Paper,169.0,14.0,3.0,24.0,17.0,7599.0
465.0,Standing,6562.0,5.0,8.0,122.0,93.0,32.0
465.0,Sitting,49.0,9170.0,477.0,2.0,11.0,24.0
465.0,Pointing,534.0,183.0,4058.0,0.0,4.0,4.0
465.0,Phone,2457.0,1.0,2.0,3460.0,51.0,163.0
465.0,Tablet,1032.0,4.0,1.0,1829.0,3434.0,107.0
465.0,Paper,98.0,4.0,2.0,142.0,8.0,6457.0
466.0,Standing,6953.0,2.0,0.0,80.0,80.0,21.0
466.0,Sitting,52.0,9308.0,156.0,2.0,33.0,19.0
466.0,Pointing,21.0,185.0,4257.0,0.0,2.0,4.0
466.0,Phone,1964.0,0.0,1.0,4324.0,57.0,78.0
466.0,Tablet,118.0,1.0,3.0,2187.0,4890.0,40.0
466.0,Paper,193.0,7.0,1.0,8.0,9.0,6733.0
467.0,Standing,7383.0,16.0,1.0,73.0,30.0,10.0
467.0,Sitting,43.0,9420.0,306.0,5.0,8.0,32.0
467.0,Pointing,4.0,126.0,3754.0,0.0,1.0,6.0
467.0,Phone,1179.0,0.0,0.0,4788.0,77.0,306.0
467.0,Tablet,458.0,2.0,0.0,817.0,6010.0,8.0
467.0,Paper,167.0,0.0,0.0,132.0,29.0,5698.0
468.0,Standing,7925.0,13.0,5.0,48.0,118.0,15.0
468.0,Sitting,55.0,9790.0,715.0,2.0,23.0,2.0
468.0,Pointing,353.0,193.0,4778.0,0.0,0.0,0.0
468.0,Phone,3591.0,3.0,4.0,3301.0,193.0,3.0
468.0,Tablet,238.0,2.0,2.0,976.0,6753.0,8.0
468.0,Paper,592.0,11.0,7.0,248.0,46.0,6936.0
469.0,Standing,8314.0,34.0,7.0,31.0,101.0,6.0
469.0,Sitting,59.0,9916.0,780.0,3.0,23.0,2.0
469.0,Pointing,364.0,199.0,4605.0,1.0,1.0,5.0
469.0,Phone,4026.0,0.0,0.0,2998.0,172.0,5.0
469.0,Tablet,2844.0,6.0,0.0,779.0,4666.0,10.0
469.0,Paper,2343.0,12.0,29.0,296.0,53.0,5257.0
470.0,Standing,6804.0,18.0,3.0,75.0,84.0,9.0
470.0,Sitting,75.0,8691.0,834.0,2.0,15.0,17.0
470.0,Pointing,434.0,142.0,5013.0,1.0,0.0,4.0
470.0,Phone,3750.0,1.0,0.0,2438.0,42.0,7.0
470.0,Tablet,2632.0,2.0,0.0,1599.0,2360.0,24.0
470.0,Paper,1963.0,14.0,19.0,449.0,12.0,4418.0
471.0,Standing,7180.0,10.0,0.0,18.0,78.0,21.0
471.0,Sitting,56.0,9237.0,135.0,1.0,24.0,18.0
471.0,Pointing,17.0,210.0,5051.0,1.0,0.0,1.0
471.0,Phone,2796.0,1.0,0.0,3625.0,99.0,7.0
471.0,Tablet,464.0,1.0,0.0,1255.0,5701.0,28.0
471.0,Paper,1406.0,3.0,157.0,269.0,14.0,5266.0
472.0,Standing,7557.0,15.0,2.0,50.0,53.0,7.0
472.0,Sitting,72.0,9075.0,540.0,3.0,11.0,14.0
472.0,Pointing,7.0,110.0,4583.0,0.0,0.0,2.0
472.0,Phone,1953.0,0.0,0.0,4289.0,203.0,9.0
472.0,Tablet,1811.0,3.0,0.0,550.0,5137.0,4.0
472.0,Paper,502.0,1.0,1.0,287.0,76.0,5323.0
473.0,Standing,7882.0,20.0,8.0,33.0,86.0,9.0
473.0,Sitting,48.0,10072.0,672.0,2.0,27.0,5.0
473.0,Pointing,518.0,267.0,4053.0,0.0,3.0,0.0
473.0,Phone,3552.0,0.0,1.0,3211.0,259.0,14.0
473.0,Tablet,592.0,5.0,5.0,708.0,6813.0,7.0
473.0,Paper,636.0,486.0,30.0,425.0,55.0,6289.0
474.0,Standing,6331.0,9.0,11.0,64.0,115.0,8.0
474.0,Sitting,95.0,8793.0,757.0,4.0,16.0,12.0
474.0,Pointing,530.0,191.0,4538.0,0.0,1.0,0.0
474.0,Phone,2670.0,0.0,1.0,3276.0,117.0,10.0
474.0,Tablet,561.0,2.0,5.0,922.0,4927.0,25.0
474.0,Paper,770.0,2.0,12.0,174.0,36.0,5812.0
475.0,Standing,6710.0,4.0,1.0,37.0,85.0,15.0
475.0,Sitting,60.0,9252.0,154.0,0.0,32.0,16.0
475.0,Pointing,17.0,272.0,4656.0,0.0,0.0,1.0
475.0,Phone,2788.0,0.0,6.0,3546.0,19.0,5.0
475.0,Tablet,94.0,0.0,5.0,965.0,6192.0,18.0
475.0,Paper,307.0,11.0,51.0,380.0,261.0,6036.0
476.0,Standing,7092.0,21.0,3.0,38.0,61.0,14.0
476.0,Sitting,72.0,9313.0,345.0,0.0,15.0,13.0
476.0,Pointing,5.0,163.0,4199.0,0.0,0.0,1.0
476.0,Phone,2047.0,0.0,0.0,3914.0,177.0,152.0
476.0,Tablet,704.0,2.0,0.0,670.0,5950.0,4.0
476.0,Paper,359.0,3.0,75.0,411.0,131.0,5142.0
477.0,Standing,6730.0,17.0,3.0,63.0,81.0,13.0
477.0,Sitting,55.0,9439.0,353.0,0.0,11.0,15.0
477.0,Pointing,522.0,206.0,4377.0,0.0,0.0,6.0
477.0,Phone,3105.0,3.0,4.0,2961.0,95.0,12.0
477.0,Tablet,2167.0,5.0,5.0,1573.0,2990.0,28.0
477.0,Paper,1355.0,5.0,105.0,464.0,14.0,5013.0
478.0,Standing,7115.0,2.0,0.0,14.0,76.0,14.0
478.0,Sitting,55.0,9433.0,179.0,2.0,23.0,18.0
478.0,Pointing,18.0,322.0,4456.0,0.0,0.0,1.0
478.0,Phone,3218.0,0.0,2.0,3200.0,43.0,7.0
478.0,Tablet,558.0,2.0,3.0,1723.0,5287.0,27.0
478.0,Paper,1146.0,307.0,68.0,147.0,159.0,5369.0
479.0,Standing,7502.0,10.0,2.0,43.0,32.0,9.0
479.0,Sitting,66.0,9579.0,273.0,7.0,11.0,18.0
479.0,Pointing,10.0,140.0,4064.0,0.0,3.0,2.0
479.0,Phone,1933.0,0.0,0.0,4294.0,105.0,64.0
479.0,Tablet,1539.0,2.0,0.0,528.0,5579.0,8.0
479.0,Paper,545.0,0.0,0.0,462.0,24.0,5240.0
480.0,Standing,5552.0,8.0,0.0,77.0,67.0,17.0
480.0,Sitting,51.0,8382.0,91.0,1.0,11.0,25.0
480.0,Pointing,55.0,207.0,4948.0,0.0,0.0,6.0
480.0,Phone,1553.0,0.0,1.0,3896.0,42.0,15.0
480.0,Tablet,288.0,0.0,0.0,1981.0,3610.0,33.0
480.0,Paper,595.0,0.0,113.0,34.0,6.0,5333.0
481.0,Standing,5953.0,20.0,1.0,71.0,41.0,12.0
481.0,Sitting,75.0,8383.0,299.0,3.0,13.0,32.0
481.0,Pointing,13.0,113.0,4510.0,0.0,0.0,2.0
481.0,Phone,1084.0,0.0,0.0,4216.0,87.0,46.0
481.0,Tablet,1985.0,3.0,0.0,649.0,3322.0,9.0
481.0,Paper,285.0,2.0,0.0,339.0,14.0,4516.0
482.0,Standing,6309.0,10.0,0.0,31.0,38.0,24.0
482.0,Sitting,55.0,8452.0,98.0,1.0,16.0,20.0
482.0,Pointing,4.0,134.0,4182.0,1.0,0.0,3.0
482.0,Phone,1859.0,0.0,0.0,3494.0,46.0,324.0
482.0,Tablet,463.0,0.0,0.0,630.0,5700.0,7.0
482.0,Paper,297.0,0.0,0.0,123.0,50.0,4926.0
483.0,Standing,7987.0,23.0,13.0,107.0,92.0,59.0
483.0,Sitting,39.0,10391.0,359.0,1.0,11.0,2.0
483.0,Pointing,464.0,214.0,3796.0,0.0,0.0,0.0
483.0,Phone,2112.0,0.0,2.0,5094.0,140.0,25.0
483.0,Tablet,424.0,2.0,3.0,631.0,6614.0,28.0
483.0,Paper,148.0,20.0,0.0,349.0,48.0,7380.0
484.0,Standing,8249.0,20.0,9.0,117.0,80.0,175.0
484.0,Sitting,34.0,10349.0,582.0,2.0,16.0,16.0
484.0,Pointing,483.0,187.0,3649.0,0.0,0.0,6.0
484.0,Phone,2896.0,1.0,0.0,4058.0,267.0,257.0
484.0,Tablet,1433.0,12.0,0.0,360.0,5461.0,762.0
484.0,Paper,117.0,4.0,6.0,87.0,18.0,7863.0
485.0,Standing,6645.0,18.0,3.0,197.0,91.0,196.0
485.0,Sitting,30.0,9352.0,432.0,3.0,15.0,18.0
485.0,Pointing,241.0,151.0,4345.0,0.0,1.0,6.0
485.0,Phone,1459.0,5.0,0.0,4806.0,77.0,169.0
485.0,Tablet,1121.0,11.0,0.0,1255.0,3798.0,155.0
485.0,Paper,88.0,6.0,0.0,109.0,9.0,6768.0
486.0,Standing,7209.0,6.0,0.0,97.0,95.0,57.0
486.0,Sitting,37.0,9457.0,156.0,1.0,22.0,14.0
486.0,Pointing,11.0,189.0,4227.0,0.0,0.0,3.0
486.0,Phone,1105.0,0.0,0.0,5587.0,97.0,17.0
486.0,Tablet,110.0,2.0,0.0,1301.0,5709.0,50.0
486.0,Paper,109.0,6.0,3.0,21.0,7.0,7074.0
487.0,Standing,7677.0,14.0,1.0,102.0,24.0,23.0
487.0,Sitting,37.0,9650.0,204.0,5.0,8.0,27.0
487.0,Pointing,6.0,121.0,3720.0,1.0,0.0,4.0
487.0,Phone,1001.0,0.0,0.0,5488.0,234.0,9.0
487.0,Tablet,457.0,3.0,0.0,402.0,6355.0,11.0
487.0,Paper,113.0,4.0,0.0,470.0,32.0,5676.0
488.0,Standing,7885.0,9.0,7.0,108.0,103.0,83.0
488.0,Sitting,43.0,10629.0,353.0,1.0,13.0,3.0
488.0,Pointing,522.0,220.0,3245.0,4.0,0.0,0.0
488.0,Phone,2883.0,0.0,0.0,4122.0,261.0,49.0
488.0,Tablet,464.0,5.0,5.0,460.0,6849.0,70.0
488.0,Paper,157.0,12.0,2.0,54.0,26.0,7775.0
489.0,Standing,6457.0,7.0,5.0,99.0,71.0,56.0
489.0,Sitting,39.0,9637.0,169.0,0.0,23.0,25.0
489.0,Pointing,524.0,196.0,3688.0,0.0,1.0,1.0
489.0,Phone,1396.0,0.0,4.0,4695.0,185.0,72.0
489.0,Tablet,363.0,3.0,1.0,794.0,4946.0,58.0
489.0,Paper,59.0,3.0,0.0,89.0,18.0,6742.0
490.0,Standing,6808.0,2.0,2.0,71.0,67.0,59.0
490.0,Sitting,45.0,9609.0,58.0,1.0,15.0,2.0
490.0,Pointing,7.0,230.0,3858.0,0.0,0.0,1.0
490.0,Phone,1690.0,1.0,0.0,4538.0,12.0,401.0
490.0,Tablet,233.0,1.0,1.0,939.0,5774.0,49.0
490.0,Paper,155.0,55.0,1.0,23.0,3.0,6914.0
491.0,Standing,7258.0,4.0,2.0,66.0,34.0,22.0
491.0,Sitting,44.0,9609.0,295.0,7.0,9.0,10.0
491.0,Pointing,2.0,145.0,3367.0,3.0,0.0,1.0
491.0,Phone,1540.0,0.0,0.0,4917.0,86.0,25.0
491.0,Tablet,282.0,2.0,1.0,1039.0,5718.0,11.0
491.0,Paper,141.0,5.0,0.0,168.0,9.0,5903.0
492.0,Standing,6311.0,20.0,6.0,144.0,94.0,489.0
492.0,Sitting,25.0,9702.0,322.0,2.0,9.0,29.0
492.0,Pointing,520.0,203.0,3530.0,0.0,3.0,5.0
492.0,Phone,2110.0,1.0,0.0,4027.0,77.0,243.0
492.0,Tablet,1087.0,14.0,0.0,1124.0,3495.0,771.0
492.0,Paper,47.0,3.0,0.0,49.0,11.0,6951.0
493.0,Standing,7043.0,7.0,0.0,106.0,58.0,164.0
493.0,Sitting,42.0,9769.0,79.0,0.0,12.0,24.0
493.0,Pointing,10.0,231.0,3702.0,0.0,0.0,4.0
493.0,Phone,1627.0,0.0,1.0,5033.0,55.0,32.0
493.0,Tablet,127.0,6.0,1.0,1760.0,5356.0,73.0
493.0,Paper,135.0,18.0,0.0,25.0,4.0,7119.0
494.0,Standing,7600.0,8.0,0.0,70.0,36.0,41.0
494.0,Sitting,35.0,9978.0,103.0,14.0,8.0,32.0
494.0,Pointing,4.0,147.0,3213.0,1.0,1.0,3.0
494.0,Phone,1045.0,0.0,0.0,4996.0,181.0,452.0
494.0,Tablet,858.0,14.0,0.0,605.0,5889.0,13.0
494.0,Paper,130.0,4.0,0.0,121.0,33.0,6088.0
495.0,Standing,5548.0,5.0,0.0,144.0,99.0,82.0
495.0,Sitting,37.0,8661.0,36.0,1.0,17.0,25.0
495.0,Pointing,12.0,243.0,4105.0,0.0,0.0,6.0
495.0,Phone,475.0,0.0,0.0,5216.0,46.0,48.0
495.0,Tablet,78.0,1.0,0.0,1682.0,3828.0,46.0
495.0,Paper,45.0,0.0,0.0,90.0,5.0,6046.0
496.0,Standing,6006.0,12.0,2.0,153.0,28.0,54.0
496.0,Sitting,34.0,8832.0,96.0,4.0,11.0,44.0
496.0,Pointing,3.0,111.0,3666.0,1.0,1.0,6.0
496.0,Phone,540.0,0.0,0.0,4898.0,183.0,90.0
496.0,Tablet,737.0,4.0,0.0,426.0,4512.0,12.0
496.0,Paper,38.0,5.0,0.0,31.0,13.0,5174.0
497.0,Standing,6421.0,4.0,0.0,95.0,19.0,30.0
497.0,Sitting,45.0,8671.0,115.0,1.0,8.0,18.0
497.0,Pointing,4.0,126.0,3340.0,0.0,0.0,4.0
497.0,Phone,807.0,0.0,0.0,4621.0,53.0,520.0
497.0,Tablet,166.0,0.0,0.0,567.0,5776.0,14.0
497.0,Paper,112.0,0.0,0.0,24.0,14.0,5351.0
498.0,Standing,8143.0,23.0,10.0,48.0,114.0,28.0
498.0,Sitting,44.0,10112.0,752.0,8.0,24.0,3.0
498.0,Pointing,478.0,217.0,4107.0,0.0,0.0,0.0
498.0,Phone,2783.0,0.0,0.0,4236.0,399.0,1.0
498.0,Tablet,216.0,9.0,1.0,291.0,7537.0,9.0
498.0,Paper,512.0,37.0,25.0,634.0,62.0,6920.0
499.0,Standing,6613.0,24.0,3.0,83.0,109.0,34.0
499.0,Sitting,50.0,9121.0,597.0,0.0,23.0,3.0
499.0,Pointing,519.0,132.0,4570.0,0.0,0.0,0.0
499.0,Phone,2344.0,5.0,1.0,3903.0,196.0,7.0
499.0,Tablet,203.0,1.0,0.0,230.0,5928.0,13.0
499.0,Paper,374.0,4.0,19.0,342.0,26.0,6310.0
500.0,Standing,7005.0,14.0,1.0,59.0,91.0,10.0
500.0,Sitting,53.0,9464.0,78.0,1.0,24.0,11.0
500.0,Pointing,38.0,232.0,4634.0,0.0,3.0,0.0
500.0,Phone,2230.0,0.0,2.0,4445.0,65.0,4.0
500.0,Tablet,116.0,0.0,0.0,315.0,6761.0,15.0
500.0,Paper,319.0,1.0,12.0,89.0,19.0,6875.0
501.0,Standing,7453.0,14.0,1.0,34.0,48.0,7.0
501.0,Sitting,60.0,9487.0,308.0,2.0,11.0,7.0
501.0,Pointing,2.0,140.0,4187.0,0.0,0.0,0.0
